03/01/2022,61AA249F-5272-4394-8B47-9A47958DC321,LUIZ AFONSO CIDADE DA ROCHA - •••.368.200-•• - BCO DO ESTADO DO RS S.A. (0041) AGÊNCIA: 51 CONTA: 351223130-0,,400
03/01/2022,61BA04AB-AA82-49ED-B85C-18C241750545,P.M. DE PORTO ALEGRE,,2764.01
03/01/2022,61BA0503-B3AA-49DD-A390-61888B0FB535,PREF PORTO ALEGRE,,109.39
03/01/2022,61BA0535-5C99-4D06-A383-7D8D3DC6597B,PREF PORTO ALEGRE,,237.85
03/01/2022,61D355A7-FA31-48CD-903D-34C4D550CA37,SILVANO CRISTOVAO DA SILVA - •••.530.899-•• - CAIXA ECONOMICA FEDERAL (0104) AGÊNCIA: 3880 CONTA: 1288000000928031273-7,,10
04/01/2022,61C22CBB-3FAD-48E3-A061-7AA5496279F5,PREF PORTO ALEGRE,,2764.01
04/01/2022,61C22D26-A0A3-4DA7-8228-20577CD24B2D,PREF PORTO ALEGRE,,237.85
04/01/2022,61C22D50-BB21-4482-B4D0-5CD0CE5E329E,PREF PORTO ALEGRE,,101.14
04/01/2022,61D45EA0-3C63-4519-B9E1-3E634E61B789,SAQUE E PAGUE R - 12.901.364/0001-21 - BANCO TOPÁZIO S.A. (0082) AGÊNCIA: 1 CONTA: 4805516-4,,300
04/01/2022,61D4862E-7A04-4442-AF4B-EC4BDFFB1165,FGTEC INFORMATICA LTDA - 03.067.658/0001-09 - BANCO INTER (0077) AGÊNCIA: 1 CONTA: 9871368-0,,3794.66
04/01/2022,61D4871D-53D0-41AA-AAE9-FBC65B317733,FGTEC INFORMATICA LTDA - 03.067.658/0001-09 - BANCO INTER (0077) AGÊNCIA: 1 CONTA: 9871368-0,,50
05/01/2022,61D60555-687C-49B1-989D-AB243D960A1E,ASSOCIACAO PARA O DESENVOLVIME,,1044.5
05/01/2022,61D605C0-0885-4EBC-B818-46C88F4DA700,ASSOCIACAO PARA O DESENVOLVIME,,1044.5
07/01/2022,61D8995D-6471-4B71-B150-D7F6BB4459DB,CONTA PRIMARIA - 37.571.048/0001-60 - PAGAR.ME PAGAMENTOS AGÊNCIA: 1 CONTA: 385408-5,,85.4
09/01/2022,61DA5828-D682-431E-8E3E-C8721E095A7A,PAGAMENTO DA FATURA - CARTÃO NUBANK,,14271.43
10/01/2022,61CB4BBE-E4F2-4A33-89E2-609DA046DC5C,NAO INFORMADO,,1379.34
10/01/2022,61DCAFF2-114F-447E-9BDE-4C1824BFBB5D,EBCT,,1072.59
10/01/2022,61DCB037-87B0-42B1-8F3E-4BC83ABB9376,EBCT,,266.3
15/01/2022,61D36CE1-7C0D-4B1B-ADB0-7E94CDB01BBA,CLARO SA - 40.432.544/0001-47 - ITAÚ UNIBANCO S.A. (0341) AGÊNCIA: 911 CONTA: 6206-5,,346.96
18/01/2022,61E6D09F-724E-48F0-9A11-3E0BA4EF41C0,GPS,,166.5
18/01/2022,61E6D0C6-6DE8-4F7F-A65F-D0C9EE987539,SECRETARIA DA RECEITA FEDERAL DO BRASIL - 00.394.460/0058-87 - BCO DO BRASIL S.A. (0001) AGÊNCIA: 1607 CONTA: 333666-2,,1675
18/01/2022,61E6F2FB-AD30-4F87-A9E6-79E043A80ACB,PAGAMENTO DE BOLETO DEVOLVIDO - GPS,,166.5
18/01/2022,61E7141D-68B1-420F-8EB6-2041893B5D30,SONIA MARIA GONCALVES DIAS DA COSTA - •••.089.100-•• - BCO DO BRASIL S.A. (0001) AGÊNCIA: 3537 CONTA: 9195362-6,,120
19/01/2022,61E76874-B4BA-4131-B1E3-FA39BB8187D1,GPS,,166.5
19/01/2022,61E80814-EAFF-4E5E-B3DB-6B6ED016DEF7,PAGAMENTO DE BOLETO DEVOLVIDO - GPS,,166.5
